annotation_record_id,source_family,source_id,source_project_id,source_parent_id,project_title,project_description,country_name,country_iso3,region_name,commitment_year,sector_code,sector_name,theme_or_intent,infrastructure_flag,finance_type,flow_class,implementation_status,location_text,source_url,recommended_for_aggregates,umbrella_flag,annotation_universe_flag,text_bundle_for_annotation
f9ed03cf92a2f027,,,62771,,"[Cancelled] China Eximbank contributes $12.75 million to Tranche B of buyer's credit for acquisition of H1310 shipping vessel (Linked to Record ID#62839, #62841, and #73609)","On October 12, 2015, China Exim Bank along with ABN AMRO Bank N.V. signed a loan agreement with SBI Puro Shipping Company Limited, SBI Valrico Shipping Company Limited, and SBI Maduro Shipping Company Limited, each a subsidiary of Scorpio Bulkers Inc. and a company incorporated under the laws of the Republic of the Marshall Islands. Under the agreement, China EXIM Bank and ABN AMRO Bank N.V. agreed to each provide $38,250,000 to finance part of the purchase price of three vessels and refinance the SBI Puro Indebtedness.  The loan by China EXIM Bank is divided into three tranches, A, B, and C, worth $25,500,000 for each vessel: vessel A, the 180,000 dwt capesize bulk carrier m.v. 'SBI PURO' (tranche A); vessel B (H1310) (tranche B); and vessel C (H1311) (tranche C). SBI Puro Shipping Company is receiving vessel A, SBI Valrico Shipping Company Limited is receiving vessel B, and SBI Maduro Shipping Company Limited is receiving vessel C. This project records Tranche B, $25,500,000 for H1310, half of which, $12,750,000, is committed by China EXIM Bank.   Sinosure, China Export & Credit Insurance Corporation, has agreed to provide a buyer's credit insurance policy covering up to 90% of the political and commercial risks associated with each tranche. On April 1, 2013, Shanghai Waigaoqiao Shipbuilding Co., Ltd. entered into building contracts with SBI Valrico Shipping Company Limited and SBI Maduro Shipping Company Limited to construct Vessel H1310 and Vessel H1311 for and deliver them to the relevant sellers, Great Wave Navigation 2 Ltd. and Great Wave Navigation 3 Ltd.   On January 6, 2014, the memoranda of the agreements of the terms and conditions on the selling of the vessels were signed. The contract price of each vessel is $56,500,000. According to section 5.3.4 of '$76,500,000 Secured Loan Agreement', the amount of each lender's participation in any tranche will be equal to the proportion borne by its commitment to the total commitments, so the proportion of involvement of China EXIM Bank in each tranche is 50%. The amount of each tranche is $25,500,000 and China EXIM Bank provides accordingly $12,750,000.   The interest rate is calculated as LIBOR rate (0.528% as the average of 6 months in October 2015) + margin (2.5%) = 3.028%. The first installment in respect of Tranche B falls due on the 21st day of the last month of the next financial quarter, thus the grace period for each tranche is 3 months. The maturity date for tranche B is the date falling ten years after the delivery date of H1310, which was planned in 2015, thus the maturity date was planned to be in 2025.   During November 2015, Scorpio Bulkers Inc. drew down $25,500,000 relating to the delivery of one of the vessels. Pursuant to the three vessels collateralizing this facility being classified as held-for-sale in November 2015, this facility was canceled in December 2015 and the $25,500,000 was repaid. According to 'SCORPIO BULKERS INC. ANNOUNCES FINANCIAL RESULTS FOR THE THIRD QUARTER OF 2015', a Capesize vessel named SBI Valrico was delivered from Shanghai Waigaoqiao Shipbuilding Co., Ltd. between July 1, 2015 and October 29, 2015 while there was no record of vessel delivery of SBI Puro nor SBI Maduro. Therefore, the drawn down and repaid $25,500,000 is identified with tranche B.   This project status is cancelled.   This project is linked to Record ID#s #62839 (Tranche A), #62841(Tranche C), and Record ID#73609, which records the amount disbursed before the facility's cancellation.",Marshall Islands,MHL,Oceania,2015,210,TRANSPORT AND STORAGE,Commercial,Yes,Loan,OOF,Cancelled,,,No,No,true,"Title: [Cancelled] China Eximbank contributes $12.75 million to Tranche B of buyer's credit for acquisition of H1310 shipping vessel (Linked to Record ID#62839, #62841, and #73609)
Description: On October 12, 2015, China Exim Bank along with ABN AMRO Bank N.V. signed a loan agreement with SBI Puro Shipping Company Limited, SBI Valrico Shipping Company Limited, and SBI Maduro Shipping Company Limited, each a subsidiary of Scorpio Bulkers Inc. and a company incorporated under the laws of the Republic of the Marshall Islands. Under the agreement, China EXIM Bank and ABN AMRO Bank N.V. agreed to each provide $38,250,000 to finance part of the purchase price of three vessels and refinance the SBI Puro Indebtedness. The loan by China EXIM Bank is divided into three tranches, A, B, and C, worth $25,500,000 for each vessel: vessel A, the 180,000 dwt capesize bulk carrier m.v. 'SBI PURO' (tranche A); vessel B (H1310) (tranche B); and vessel C (H1311) (tranche C). SBI Puro Shipping Company is receiving vessel A, SBI Valrico Shipping Company Limited is receiving vessel B, and SBI Maduro Shipping Company Limited is receiving vessel C. This project records Tranche B, $25,500,000 for H1310, half of which, $12,750,000, is committed by China EXIM Bank. Sinosure, China Export & Credit Insurance Corporation, has agreed to provide a buyer's credit insurance policy covering up to 90% of the political and commercial risks associated with each tranche. On April 1, 2013, Shanghai Waigaoqiao Shipbuilding Co., Ltd. entered into building contracts with SBI Valrico Shipping Company Limited and SBI Maduro Shipping Company Limited to construct Vessel H1310 and Vessel H1311 for and deliver them to the relevant sellers, Great Wave Navigation 2 Ltd. and Great Wave Navigation 3 Ltd. On January 6, 2014, the memoranda of the agreements of the terms and conditions on the selling of the vessels were signed. The contract price of each vessel is $56,500,000. According to section 5.3.4 of '$76,500,000 Secured Loan Agreement', the amount of each lender's participation in any tranche will be equal to the proportion borne by its commitment to the total commitments, so the proportion of involvement of China EXIM Bank in each tranche is 50%. The amount of each tranche is $25,500,000 and China EXIM Bank provides accordingly $12,750,000. The interest rate is calculated as LIBOR rate (0.528% as the average of 6 months in October 2015) + margin (2.5%) = 3.028%. The first installment in respect of Tranche B falls due on the 21st day of the last month of the next financial quarter, thus the grace period for each tranche is 3 months. The maturity date for tranche B is the date falling ten years after the delivery date of H1310, which was planned in 2015, thus the maturity date was planned to be in 2025. During November 2015, Scorpio Bulkers Inc. drew down $25,500,000 relating to the delivery of one of the vessels. Pursuant to the three vessels collateralizing this facility being classified as held-for-sale in November 2015, this facility was canceled in December 2015 and the $25,500,000 was repaid. According to 'SCORPIO BULKERS INC. ANNOUNCES FINANCIAL RESULTS FOR THE THIRD QUARTER OF 2015', a Capesize vessel named SBI Valrico was delivered from Shanghai Waigaoqiao Shipbuilding Co., Ltd. between July 1, 2015 and October 29, 2015 while there was no record of vessel delivery of SBI Puro nor SBI Maduro. Therefore, the drawn down and repaid $25,500,000 is identified with tranche B. This project status is cancelled. This project is linked to Record ID#s #62839 (Tranche A), #62841(Tranche C), and Record ID#73609, which records the amount disbursed before the facility's cancellation.
Country: Marshall Islands
Region: Oceania
Sector: TRANSPORT AND STORAGE
Sector code: 210
Theme/intent: Commercial
Infrastructure: Yes
Finance type: Loan
Flow class: OOF
Status: Cancelled"
1797cb3c0e577a03,,,93292,,Chinese Embassy donates anti-epidemic materials to National Assembly of Benin,"On July 3, 2020, the Embassy of China in Benin made a donation of anti-epidemic materials to the National Assembly of Benin. Ambassador Peng Jintao and First Deputy Speaker Mariama Chabi represented the two organizations. The shipment consisted of 5,000 single-use medical masks, 40 500 mL bottles of hydro-alcoholic gel, five 25 liter cans of 80% alcohol, and five spray bottles for disinfecting. This donation was intended to aid the Government of Benin in its fight agains the COVID-19 pandemic.",Benin,BEN,Africa,2020,120,HEALTH,Development,,Grant,ODA,Completion,"This project involved donating anti-epidemic materials to the Benin National Assembly (l'Assemblée nationale du Bénin). For more detailed locational information, see: https://www.openstreetmap.org/way/822420629. ",,Yes,No,true,"Title: Chinese Embassy donates anti-epidemic materials to National Assembly of Benin
Description: On July 3, 2020, the Embassy of China in Benin made a donation of anti-epidemic materials to the National Assembly of Benin. Ambassador Peng Jintao and First Deputy Speaker Mariama Chabi represented the two organizations. The shipment consisted of 5,000 single-use medical masks, 40 500 mL bottles of hydro-alcoholic gel, five 25 liter cans of 80% alcohol, and five spray bottles for disinfecting. This donation was intended to aid the Government of Benin in its fight agains the COVID-19 pandemic.
Country: Benin
Region: Africa
Sector: HEALTH
Sector code: 120
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: This project involved donating anti-epidemic materials to the Benin National Assembly (l'Assemblée nationale du Bénin). For more detailed locational information, see: https://www.openstreetmap.org/way/822420629."
63add559ce4b9f9c,,,90578,,16 Argentine police officers attend security training in China in 2019,"From December 5th to 19th, 2019, 16 police officers from the Argentine Police Department of Córdoba Province attended a security training at a Municipal Police Vocational Training College (市警察职业培训学院) in Jinan, China. The training was organized by the China Ministry of Public Security. A closing ceremony was held two days early, on the 17th. ",Argentina,ARG,America,2019,150,GOVERNMENT AND CIVIL SOCIETY,Development,,Scholarships/training in the donor country,ODA,Completion,"Jinan City, China: https://www.openstreetmap.org/relation/3486449",,Yes,No,true,"Title: 16 Argentine police officers attend security training in China in 2019
Description: From December 5th to 19th, 2019, 16 police officers from the Argentine Police Department of Córdoba Province attended a security training at a Municipal Police Vocational Training College (市警察职业培训学院) in Jinan, China. The training was organized by the China Ministry of Public Security. A closing ceremony was held two days early, on the 17th.
Country: Argentina
Region: America
Sector: GOVERNMENT AND CIVIL SOCIETY
Sector code: 150
Theme/intent: Development
Finance type: Scholarships/training in the donor country
Flow class: ODA
Status: Completion
Location: Jinan City, China: https://www.openstreetmap.org/relation/3486449"
36e3da211281d808,,,107207,4123,"Chinese Government donates OBMs, sewing machines, and clothing to support women in East Choiseul Constituency (linked to Record ID#107036)","On June 27, 2023, the Chinese Government donated eight 40-horsepower Yamaha outboard motor engines (OBMs) with fiberglass boats, over 30 new sewing machines, and more than 30 bales of second-hand clothing to women's groups across East Choiseul Constituency (ECC). The donation was formally handed over by Minister-Counsellor Ding Yonghua of the Chinese Embassy in Honiara during a ceremony at the ECC Development Centre in Kerepangara.  The donated materials were provided as part of the PRC’s Rural Development Assistance Program and directly supported the life-skills training initiative held for over 300 women. According to local officials, this was the first women’s development program in ECC funded by the PRC and addressed longstanding transportation barriers and livelihood challenges faced by women in remote communities. Constituency Development Officer Collin Qalokisa and ECC Women’s Coordinator Joy Madada both praised the program’s transformative impact and acknowledged the long-standing development support ECC has received from China since 2019.   Since 2019, East Choiseul Constituency (ECC) has received an estimated SBD $4 million worth of development support from the People’s Republic of China.",Solomon Islands,SLB,Oceania,2023,430,OTHER MULTISECTOR,Development,,Grant,ODA,Completion,"The project involved the donation of eight 40-horsepower Yamaha outboard motor engines (OBMs) with fiberglass boats, over 30 new sewing machines, and more than 30 bales of second-hand clothing to women's groups across East Choiseul Constituency (ECC). More detailed locational information can be found at https://www.openstreetmap.org/relation/2536259.",,Yes,No,true,"Title: Chinese Government donates OBMs, sewing machines, and clothing to support women in East Choiseul Constituency (linked to Record ID#107036)
Description: On June 27, 2023, the Chinese Government donated eight 40-horsepower Yamaha outboard motor engines (OBMs) with fiberglass boats, over 30 new sewing machines, and more than 30 bales of second-hand clothing to women's groups across East Choiseul Constituency (ECC). The donation was formally handed over by Minister-Counsellor Ding Yonghua of the Chinese Embassy in Honiara during a ceremony at the ECC Development Centre in Kerepangara. The donated materials were provided as part of the PRC’s Rural Development Assistance Program and directly supported the life-skills training initiative held for over 300 women. According to local officials, this was the first women’s development program in ECC funded by the PRC and addressed longstanding transportation barriers and livelihood challenges faced by women in remote communities. Constituency Development Officer Collin Qalokisa and ECC Women’s Coordinator Joy Madada both praised the program’s transformative impact and acknowledged the long-standing development support ECC has received from China since 2019. Since 2019, East Choiseul Constituency (ECC) has received an estimated SBD $4 million worth of development support from the People’s Republic of China.
Country: Solomon Islands
Region: Oceania
Sector: OTHER MULTISECTOR
Sector code: 430
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: The project involved the donation of eight 40-horsepower Yamaha outboard motor engines (OBMs) with fiberglass boats, over 30 new sewing machines, and more than 30 bales of second-hand clothing to women's groups across East Choiseul Constituency (ECC). More detailed locational information can be found at https://www.openstreetmap.org/relation/2536259."
fb683c31445949bd,,,103899,,"Chinese Embassy provides $50,000 disaster relief grant to Grenada’s Ministry of Carriacou & Petite Martinique Affairs","On October 16, 2023, Acting Ambassador Peng Wenlin of the Chinese Embassy in Grenada presented a check for USD 50,000 to Minister Tevin Andrews, representing the Ministry of Carriacou & Petite Martinique Affairs and Local Government. The funds were earmarked for disaster relief and risk management support.",Grenada,GRD,America,2023,740,DISASTER PREVENTION AND PREPAREDNESS,Development,,Grant,ODA,Completion,This project was a donation to Grenada's Ministry of Carriacou and Petite Martinique Affairs. More detailed locational information can be found at: https://www.openstreetmap.org/node/3659520787,,Yes,No,true,"Title: Chinese Embassy provides $50,000 disaster relief grant to Grenada’s Ministry of Carriacou & Petite Martinique Affairs
Description: On October 16, 2023, Acting Ambassador Peng Wenlin of the Chinese Embassy in Grenada presented a check for USD 50,000 to Minister Tevin Andrews, representing the Ministry of Carriacou & Petite Martinique Affairs and Local Government. The funds were earmarked for disaster relief and risk management support.
Country: Grenada
Region: America
Sector: DISASTER PREVENTION AND PREPAREDNESS
Sector code: 740
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: This project was a donation to Grenada's Ministry of Carriacou and Petite Martinique Affairs. More detailed locational information can be found at: https://www.openstreetmap.org/node/3659520787"
3defaf60f826d2be,,,96127,,Chinese Government donates 2.2 million Sinopharm Covid-19 vaccine doses worth $39.6 million in January 2022,"In 2021 and 2022, the Chinese Government and the Chinese Red Cross Society donated approximately 14 million doses of Sinopharm and Sinovac Covid-19 vaccines to the Government of Ethiopia and the Ethiopian Red Cross Society. The Chinese Government delivered 300,000 donated doses of Sinovac Covid-19 vaccines to the Government of Ethiopia on March 29, 2021. Then, on May 13, 2021, China's Ministry of Defense delivered 100,000 donated doses of Sinopharm Covid-19 vaccines to Ethiopia's Ministry of Defense. Approximately one month later, on June 19, 2021, the Chinese Red Cross Society delivered 100,000 donated doses of Sinopharm Covid-19 vaccines to the Ethiopian Red Cross Society. Two months later, on August 19, 2021, China's Ministry of Defense delivered an additional 200,000 donated doses of Sinovac Covid-19 vaccines to Ethiopia's Ministry of Defense. On August 23, 2021, the Chinese Government delivered 300,000 donated doses of Sinopharm Covid-19 vaccines to the Government of Ethiopia’s Ministry of Health. Approximately one month later, on October 24, 2021, Chinese Government delivered 800,000 donated doses of Sinopharm Covid-19 vaccines to the Government of Ethiopia’s Ministry of Health.   Then, in December 2021, the Chinese Government announced that it had donated 2 million additional doses of Sinopharm Covid-19 vaccines to the Government of Ethiopia via COVID-19 Vaccines Global Access (COVAX) — a worldwide initiative aimed at equitable access to COVID-19 vaccines directed by the GAVI vaccine alliance, the Coalition for Epidemic Preparedness Innovations, the World Health Organization, and UNICEF. Then, on January 20, 2022, the Chinese Government delivered 2.2 million donated doses of Sinopharm Covid-19 vaccines to the Government of Ethiopia. The Chinese Government delivered an additional 10 million donated Sinopharm COVID-19 vaccine doses to the Government of Ethiopia’s Ministry of Health on June 27, 2022. According to the Chinese Government, its cumulative donations of Covid-19 vaccine doses to Ethiopia amounted to 500,000 doses as of June 2021, 1.8 million doses as of October 2021, 5 million doses as of December 2021, 7 million doses as of January 2022, 9.7 million doses as of March 2022, and 14 million doses as of June 2022.",Ethiopia,ETH,Africa,2022,120,HEALTH,Development,,Grant,ODA,Completion,"The purpose of this project was for the Chinese Government to donate 2.2 million Sinopharm Covid-19 vaccine doses worth $39.6 million to various agencies in Ethiopia, including the Ministry of Defense, Red Cross Society, and Ministry of Health. More detailed locational information can be found at: https://www.openstreetmap.org/relation/13500137, https://www.openstreetmap.org/way/677962432, https://www.openstreetmap.org/node/3544269084",,Yes,No,true,"Title: Chinese Government donates 2.2 million Sinopharm Covid-19 vaccine doses worth $39.6 million in January 2022
Description: In 2021 and 2022, the Chinese Government and the Chinese Red Cross Society donated approximately 14 million doses of Sinopharm and Sinovac Covid-19 vaccines to the Government of Ethiopia and the Ethiopian Red Cross Society. The Chinese Government delivered 300,000 donated doses of Sinovac Covid-19 vaccines to the Government of Ethiopia on March 29, 2021. Then, on May 13, 2021, China's Ministry of Defense delivered 100,000 donated doses of Sinopharm Covid-19 vaccines to Ethiopia's Ministry of Defense. Approximately one month later, on June 19, 2021, the Chinese Red Cross Society delivered 100,000 donated doses of Sinopharm Covid-19 vaccines to the Ethiopian Red Cross Society. Two months later, on August 19, 2021, China's Ministry of Defense delivered an additional 200,000 donated doses of Sinovac Covid-19 vaccines to Ethiopia's Ministry of Defense. On August 23, 2021, the Chinese Government delivered 300,000 donated doses of Sinopharm Covid-19 vaccines to the Government of Ethiopia’s Ministry of Health. Approximately one month later, on October 24, 2021, Chinese Government delivered 800,000 donated doses of Sinopharm Covid-19 vaccines to the Government of Ethiopia’s Ministry of Health. Then, in December 2021, the Chinese Government announced that it had donated 2 million additional doses of Sinopharm Covid-19 vaccines to the Government of Ethiopia via COVID-19 Vaccines Global Access (COVAX) — a worldwide initiative aimed at equitable access to COVID-19 vaccines directed by the GAVI vaccine alliance, the Coalition for Epidemic Preparedness Innovations, the World Health Organization, and UNICEF. Then, on January 20, 2022, the Chinese Government delivered 2.2 million donated doses of Sinopharm Covid-19 vaccines to the Government of Ethiopia. The Chinese Government delivered an additional 10 million donated Sinopharm COVID-19 vaccine doses to the Government of Ethiopia’s Ministry of Health on June 27, 2022. According to the Chinese Government, its cumulative donations of Covid-19 vaccine doses to Ethiopia amounted to 500,000 doses as of June 2021, 1.8 million doses as of October 2021, 5 million doses as of December 2021, 7 million doses as of January 2022, 9.7 million doses as of March 2022, and 14 million doses as of June 2022.
Country: Ethiopia
Region: Africa
Sector: HEALTH
Sector code: 120
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: The purpose of this project was for the Chinese Government to donate 2.2 million Sinopharm Covid-19 vaccine doses worth $39.6 million to various agencies in Ethiopia, including the Ministry of Defense, Red Cross Society, and Ministry of Health. More detailed locational information can be found at: https://www.openstreetmap.org/relation/13500137, https://www.openstreetmap.org/way/677962432, https://www.openstreetmap.org/node/3544269084"
ab1fc1bfd6fd3af7,,,103006,3256,"Chinese Embassy and Association of Chinese Citizens in Togo donate food, school kits, and toys to Togo","On December 22, 2022, as part of the ""Solidarity Month"" initiative, the Chinese Ambassador to Togo attended the National Solidarity Agency donation ceremony for underprivileged children. The donation, given by the Association of Chinese Citizens in Togo and the Chinese Embassy, included food, school kits, and toys. The monetary value of the donation is unknown.",Togo,TGO,Africa,2022,110,EDUCATION,Development,,Grant,ODA,Completion,The location in which the handover ceremony was held is unknown.,,Yes,No,true,"Title: Chinese Embassy and Association of Chinese Citizens in Togo donate food, school kits, and toys to Togo
Description: On December 22, 2022, as part of the ""Solidarity Month"" initiative, the Chinese Ambassador to Togo attended the National Solidarity Agency donation ceremony for underprivileged children. The donation, given by the Association of Chinese Citizens in Togo and the Chinese Embassy, included food, school kits, and toys. The monetary value of the donation is unknown.
Country: Togo
Region: Africa
Sector: EDUCATION
Sector code: 110
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: The location in which the handover ceremony was held is unknown."
bb05735db4ad55e0,,,96434,3543,"CBVS makes RMB 988,182,600 in drawdowns under currency swap agreement with PBOC in 2020","On March 18, 2015, the Central Bank of Suriname (CBVS) and the People’s Bank of China (PBOC) signed an RMB 1 billion (SRG 520 million) bilateral currency swap agreement to facilitate trade and improve foreign currency liquidity in Suriname. CBVS made three (gross) drawdowns under this currency swap agreement in 2015 and 2016: an RMB 800,000,000 drawdown (tranche 1) between April 30, 2015 and May 2, 2016, an RMB 150,000,000 drawdown (tranche 2) between June 30, 2015 and June 30, 2016, and an RMB 50,000,000 drawdown (tranche 3) between October 23, 2015 and October 24, 2016. The interest rate that applied to these borrowings is unknown. However, it is known that the maturity of each borrowing was approximately 1 year (12 month). Tranche 1 is captured via Record ID#89431. Tranche 2 is captured via Record ID#89432. Tranche 3 is captured via Record ID#89433. CBVS made at least one additional (gross) drawdown worth RMB 1 billion in 2016 (captured via Record ID#96416). The interest rate that applied to this borrowing is unknown. However, it is known that the maturity of the borrowing was approximately 1 year (12 months).   Then, the RMB 1 billion swap agreement between CBVS and the PBOC was ‘extended’ in 2017 and CBVS made three additional (gross) drawdowns under the extended agreement: an RMB 800,000,000 drawdown (tranche 1) between May 11, 2017 to May 11, 2018, an RMB 150,000,000 drawdown (tranche 2) between July 11, 2017 to July 11, 2018, and an RMB 50,000,000 drawdown (tranche 3) between November 6, 2017 to February 6, 2018. The interest rate that applied to these borrowings is unknown. However, it is known that the maturity of each borrowing was approximately 1 year (12 months). Tranche 1 is captured via Record ID#89434. Tranche 2 is captured via Record ID#89435. Tranche 3 is captured via Record ID#89436.  CBVS made at least one additional (gross) drawdown worth RMB 952,718,000 in 2018 (captured via Record ID#96437). The interest rate that applied to this borrowing is unknown. However, it is known that the maturity of the borrowing was approximately 1 year (12 months).   Then, on February 11, 2019, the CBVS and the PBOC renewed their RMB 1 billion (SRG 520 million) bilateral currency swap for another three years. CBVS made at least one additional (gross) drawdown worth RMB 982,000,000 in December 2019. Per CBVS, the RMB 982,000,000 was made available in a subcontract under the renewed (as of February 2019) swap agreement. The amount outstanding under the currency swap at the end of 2019 was RMB 982,000,000. The interest rate that applied to this borrowing is unknown. However, it is known that the maturity of the borrowing was approximately 1 year (12 months). The 2019 drawdown is captured via Record ID#92482.   CBVS made one or more drawdown(s) worth RMB 6,182,600 throughout 2020, which were repaid by December 31 of the same year. Additionally, the RMB 982,000,000 made available in December 2019 was extended (i.e. redrawn) with another approximately 1 year maturity period (until December 2021). As such, the total outstanding amount under the swap line at the end of 2020 was RMB 982,000,000. The 2020 drawdown is captured via Record ID#96434.  Then, in December 2021, on the maturity date for the outstanding RMB 982,000,000 under the swap line, CBVS again extended (i.e. redrew) the RMB 982,000,000 with a final maturity date of February 11, 2022. The amount outstanding at the end of 2021 was RMB 982,000,000. The 2021 drawdown is captured via Record ID#96435.  Then, in February 2022, CBVS repaid approximately $155 million in swap drawings.",Suriname,SUR,America,2020,240,BANKING AND FINANCIAL SERVICES,Mixed,,Loan,OOF,Completion,,,Yes,No,true,"Title: CBVS makes RMB 988,182,600 in drawdowns under currency swap agreement with PBOC in 2020
Description: On March 18, 2015, the Central Bank of Suriname (CBVS) and the People’s Bank of China (PBOC) signed an RMB 1 billion (SRG 520 million) bilateral currency swap agreement to facilitate trade and improve foreign currency liquidity in Suriname. CBVS made three (gross) drawdowns under this currency swap agreement in 2015 and 2016: an RMB 800,000,000 drawdown (tranche 1) between April 30, 2015 and May 2, 2016, an RMB 150,000,000 drawdown (tranche 2) between June 30, 2015 and June 30, 2016, and an RMB 50,000,000 drawdown (tranche 3) between October 23, 2015 and October 24, 2016. The interest rate that applied to these borrowings is unknown. However, it is known that the maturity of each borrowing was approximately 1 year (12 month). Tranche 1 is captured via Record ID#89431. Tranche 2 is captured via Record ID#89432. Tranche 3 is captured via Record ID#89433. CBVS made at least one additional (gross) drawdown worth RMB 1 billion in 2016 (captured via Record ID#96416). The interest rate that applied to this borrowing is unknown. However, it is known that the maturity of the borrowing was approximately 1 year (12 months). Then, the RMB 1 billion swap agreement between CBVS and the PBOC was ‘extended’ in 2017 and CBVS made three additional (gross) drawdowns under the extended agreement: an RMB 800,000,000 drawdown (tranche 1) between May 11, 2017 to May 11, 2018, an RMB 150,000,000 drawdown (tranche 2) between July 11, 2017 to July 11, 2018, and an RMB 50,000,000 drawdown (tranche 3) between November 6, 2017 to February 6, 2018. The interest rate that applied to these borrowings is unknown. However, it is known that the maturity of each borrowing was approximately 1 year (12 months). Tranche 1 is captured via Record ID#89434. Tranche 2 is captured via Record ID#89435. Tranche 3 is captured via Record ID#89436. CBVS made at least one additional (gross) drawdown worth RMB 952,718,000 in 2018 (captured via Record ID#96437). The interest rate that applied to this borrowing is unknown. However, it is known that the maturity of the borrowing was approximately 1 year (12 months). Then, on February 11, 2019, the CBVS and the PBOC renewed their RMB 1 billion (SRG 520 million) bilateral currency swap for another three years. CBVS made at least one additional (gross) drawdown worth RMB 982,000,000 in December 2019. Per CBVS, the RMB 982,000,000 was made available in a subcontract under the renewed (as of February 2019) swap agreement. The amount outstanding under the currency swap at the end of 2019 was RMB 982,000,000. The interest rate that applied to this borrowing is unknown. However, it is known that the maturity of the borrowing was approximately 1 year (12 months). The 2019 drawdown is captured via Record ID#92482. CBVS made one or more drawdown(s) worth RMB 6,182,600 throughout 2020, which were repaid by December 31 of the same year. Additionally, the RMB 982,000,000 made available in December 2019 was extended (i.e. redrawn) with another approximately 1 year maturity period (until December 2021). As such, the total outstanding amount under the swap line at the end of 2020 was RMB 982,000,000. The 2020 drawdown is captured via Record ID#96434. Then, in December 2021, on the maturity date for the outstanding RMB 982,000,000 under the swap line, CBVS again extended (i.e. redrew) the RMB 982,000,000 with a final maturity date of February 11, 2022. The amount outstanding at the end of 2021 was RMB 982,000,000. The 2021 drawdown is captured via Record ID#96435. Then, in February 2022, CBVS repaid approximately $155 million in swap drawings.
Country: Suriname
Region: America
Sector: BANKING AND FINANCIAL SERVICES
Sector code: 240
Theme/intent: Mixed
Finance type: Loan
Flow class: OOF
Status: Completion"
71e9c30eb50b5ade,,,65955,,Chinese government donated aid supplies to Tonga ," On June 21, 2017, according to press release from the Economic and Trade Services of the People's Republic of China in the Kingdom of Tonga, the Chinese government donated aid supplies to Tonga for ""small projects in Nuku'alofa."" Chinese Ambassador to Tonga Ambassador Wang Baodong met with the Speaker of the Tongan Parliament on behalf of their respective governments to sign the transfer certificate. Further details are unknown. ",Tonga,TON,Oceania,2017,998,UNALLOCATED/UNSPECIFIED,Development,,Grant,ODA,Completion,Nuku'alofa,,No,Yes,true,"Title: Chinese government donated aid supplies to Tonga
Description: On June 21, 2017, according to press release from the Economic and Trade Services of the People's Republic of China in the Kingdom of Tonga, the Chinese government donated aid supplies to Tonga for ""small projects in Nuku'alofa."" Chinese Ambassador to Tonga Ambassador Wang Baodong met with the Speaker of the Tongan Parliament on behalf of their respective governments to sign the transfer certificate. Further details are unknown.
Country: Tonga
Region: Oceania
Sector: UNALLOCATED/UNSPECIFIED
Sector code: 998
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: Nuku'alofa"
cc93c68e0c6d9588,,,73864,,Chinese Government donates 22 electricity generators,"On July 16, 2012, the Chinese Government donated 22 1MW electricity generators to Electricité De Guinée (EDG), the country’s state-owned power utility. The generators were earmarked for use in the following towns and cities: Boffa, Gaoual, Koundara, Mali Yimbèrèn, Koubia, Lélouma, Tougué, Kouroussa, Kérouané, Mandiana, Beyla, Yomou, Lola, Macenta, Guékédou, Kissidougou, Banankoro, Sinko, Guéké, Kignéran.",Guinea,GIN,Africa,2012,230,ENERGY,Development,,Grant,ODA,Completion,"This project involved the provision of electricity generators to the following towns and cities: Boffa, Gaoual, Koundara, Mali Yimbèrèn, Koubia, Lélouma, Tougué, Kouroussa, Kérouané, Mandiana, Beyla, Yomou, Lola, Macenta, Guékédou, Kissidougou, Banankoro, Sinko, Guéké, Kignéran.",,Yes,No,true,"Title: Chinese Government donates 22 electricity generators
Description: On July 16, 2012, the Chinese Government donated 22 1MW electricity generators to Electricité De Guinée (EDG), the country’s state-owned power utility. The generators were earmarked for use in the following towns and cities: Boffa, Gaoual, Koundara, Mali Yimbèrèn, Koubia, Lélouma, Tougué, Kouroussa, Kérouané, Mandiana, Beyla, Yomou, Lola, Macenta, Guékédou, Kissidougou, Banankoro, Sinko, Guéké, Kignéran.
Country: Guinea
Region: Africa
Sector: ENERGY
Sector code: 230
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: This project involved the provision of electricity generators to the following towns and cities: Boffa, Gaoual, Koundara, Mali Yimbèrèn, Koubia, Lélouma, Tougué, Kouroussa, Kérouané, Mandiana, Beyla, Yomou, Lola, Macenta, Guékédou, Kissidougou, Banankoro, Sinko, Guéké, Kignéran."
